Streaming output truncated to the last 5000 lines.
[2022/11/04 02:11:33] ppocr INFO: epoch: [14/500], global_step: 33740, lr: 0.000999, acc: 0.914062, norm_edit_dis: 0.980215, CTCLoss: 0.342610, SARLoss: 0.676604, loss: 1.004207, avg_reader_cost: 0.31429 s, avg_batch_cost: 0.74119 s, avg_samples: 128.0, ips: 172.69458 samples/s, eta: 13 days, 11:59:21
[2022/11/04 07:11:41] ppocr INFO: epoch: [21/500], global_step: 52480, lr: 0.000998, acc: 0.902344, norm_edit_dis: 0.977911, CTCLoss: 0.373502, SARLoss: 0.694593, loss: 1.087594, avg_reader_cost: 0.66803 s, avg_batch_cost: 1.08214 s, avg_samples: 128.0, ips: 118.28404 samples/s, eta: 13 days, 6:57:42
[2022/11/04 07:11:49] ppocr INFO: epoch: [21/500], global_step: 52490, lr: 0.000998, acc: 0.894531, norm_edit_dis: 0.976541, CTCLoss: 0.398683, SARLoss: 0.719635, loss: 1.102620, avg_reader_cost: 0.37404 s, avg_batch_cost: 0.79428 s, avg_samples: 128.0, ips: 161.15300 samples/s, eta: 13 days, 6:56:57
[2022/11/04 07:12:00] ppocr INFO: epoch: [21/500], global_step: 52500, lr: 0.000998, acc: 0.910156, norm_edit_dis: 0.977105, CTCLoss: 0.404575, SARLoss: 0.737557, loss: 1.086914, avg_reader_cost: 0.65722 s, avg_batch_cost: 1.08597 s, avg_samples: 128.0, ips: 117.86710 samples/s, eta: 13 days, 6:57:19
[2022/11/04 07:12:09] ppocr INFO: epoch: [21/500], global_step: 52510, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.981507, CTCLoss: 0.324567, SARLoss: 0.680560, loss: 1.043720, avg_reader_cost: 0.43983 s, avg_batch_cost: 0.85611 s, avg_samples: 128.0, ips: 149.51364 samples/s, eta: 13 days, 6:56:49
[2022/11/04 07:12:19] ppocr INFO: epoch: [21/500], global_step: 52520, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.982121, CTCLoss: 0.334465, SARLoss: 0.673130, loss: 1.041151, avg_reader_cost: 0.56459 s, avg_batch_cost: 0.98924 s, avg_samples: 128.0, ips: 129.39238 samples/s, eta: 13 days, 6:56:49
[2022/11/04 07:12:27] ppocr INFO: epoch: [21/500], global_step: 52530, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.982546, CTCLoss: 0.327440, SARLoss: 0.692968, loss: 1.020998, avg_reader_cost: 0.42649 s, avg_batch_cost: 0.84079 s, avg_samples: 128.0, ips: 152.23836 samples/s, eta: 13 days, 6:56:15
[2022/11/04 07:12:37] ppocr INFO: epoch: [21/500], global_step: 52540, lr: 0.000998, acc: 0.917969, norm_edit_dis: 0.982546, CTCLoss: 0.319088, SARLoss: 0.678500, loss: 0.999313, avg_reader_cost: 0.59814 s, avg_batch_cost: 1.02127 s, avg_samples: 128.0, ips: 125.33353 samples/s, eta: 13 days, 6:56:23
[2022/11/04 07:12:46] ppocr INFO: epoch: [21/500], global_step: 52550, lr: 0.000998, acc: 0.910156, norm_edit_dis: 0.981067, CTCLoss: 0.332388, SARLoss: 0.659752, loss: 1.010374, avg_reader_cost: 0.47792 s, avg_batch_cost: 0.90278 s, avg_samples: 128.0, ips: 141.78352 samples/s, eta: 13 days, 6:56:03
[2022/11/04 07:12:55] ppocr INFO: epoch: [21/500], global_step: 52560, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.983081, CTCLoss: 0.308602, SARLoss: 0.694520, loss: 0.990068, avg_reader_cost: 0.40580 s, avg_batch_cost: 0.82540 s, avg_samples: 128.0, ips: 155.07593 samples/s, eta: 13 days, 6:55:26
[2022/11/04 07:13:05] ppocr INFO: epoch: [21/500], global_step: 52570, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.982144, CTCLoss: 0.308602, SARLoss: 0.692331, loss: 0.990068, avg_reader_cost: 0.62907 s, avg_batch_cost: 1.04542 s, avg_samples: 128.0, ips: 122.43937 samples/s, eta: 13 days, 6:55:39
[2022/11/04 07:13:14] ppocr INFO: epoch: [21/500], global_step: 52580, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.981484, CTCLoss: 0.343442, SARLoss: 0.688358, loss: 1.031273, avg_reader_cost: 0.52003 s, avg_batch_cost: 0.94302 s, avg_samples: 128.0, ips: 135.73349 samples/s, eta: 13 days, 6:55:29
[2022/11/04 07:13:23] ppocr INFO: epoch: [21/500], global_step: 52590, lr: 0.000998, acc: 0.917969, norm_edit_dis: 0.980508, CTCLoss: 0.335476, SARLoss: 0.685366, loss: 1.050509, avg_reader_cost: 0.46276 s, avg_batch_cost: 0.88606 s, avg_samples: 128.0, ips: 144.45936 samples/s, eta: 13 days, 6:55:05
[2022/11/04 07:13:32] ppocr INFO: epoch: [21/500], global_step: 52600, lr: 0.000998, acc: 0.917969, norm_edit_dis: 0.981997, CTCLoss: 0.379183, SARLoss: 0.681251, loss: 1.056502, avg_reader_cost: 0.44382 s, avg_batch_cost: 0.85248 s, avg_samples: 128.0, ips: 150.14966 samples/s, eta: 13 days, 6:54:34
[2022/11/04 07:13:42] ppocr INFO: epoch: [21/500], global_step: 52610, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.983487, CTCLoss: 0.330535, SARLoss: 0.673096, loss: 1.017811, avg_reader_cost: 0.62017 s, avg_batch_cost: 1.05059 s, avg_samples: 128.0, ips: 121.83674 samples/s, eta: 13 days, 6:54:48
[2022/11/04 07:13:51] ppocr INFO: epoch: [21/500], global_step: 52620, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.983051, CTCLoss: 0.340849, SARLoss: 0.674597, loss: 1.027305, avg_reader_cost: 0.44480 s, avg_batch_cost: 0.86030 s, avg_samples: 128.0, ips: 148.78533 samples/s, eta: 13 days, 6:54:19
[2022/11/04 07:14:03] ppocr INFO: epoch: [21/500], global_step: 52630, lr: 0.000998, acc: 0.914062, norm_edit_dis: 0.981442, CTCLoss: 0.370621, SARLoss: 0.680792, loss: 1.052637, avg_reader_cost: 0.79025 s, avg_batch_cost: 1.20614 s, avg_samples: 128.0, ips: 106.12333 samples/s, eta: 13 days, 6:55:09
[2022/11/04 07:14:11] ppocr INFO: epoch: [21/500], global_step: 52640, lr: 0.000998, acc: 0.925781, norm_edit_dis: 0.981991, CTCLoss: 0.366009, SARLoss: 0.665007, loss: 1.023555, avg_reader_cost: 0.39742 s, avg_batch_cost: 0.82771 s, avg_samples: 128.0, ips: 154.64389 samples/s, eta: 13 days, 6:54:32
[2022/11/04 07:14:22] ppocr INFO: epoch: [21/500], global_step: 52650, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.982774, CTCLoss: 0.341475, SARLoss: 0.676987, loss: 1.014869, avg_reader_cost: 0.62313 s, avg_batch_cost: 1.04100 s, avg_samples: 128.0, ips: 122.95845 samples/s, eta: 13 days, 6:54:44
[2022/11/04 07:14:30] ppocr INFO: epoch: [21/500], global_step: 52660, lr: 0.000998, acc: 0.914062, norm_edit_dis: 0.981321, CTCLoss: 0.332287, SARLoss: 0.726355, loss: 1.040578, avg_reader_cost: 0.44668 s, avg_batch_cost: 0.85543 s, avg_samples: 128.0, ips: 149.63279 samples/s, eta: 13 days, 6:54:14
[2022/11/04 07:14:41] ppocr INFO: epoch: [21/500], global_step: 52670, lr: 0.000998, acc: 0.906250, norm_edit_dis: 0.978361, CTCLoss: 0.379966, SARLoss: 0.715319, loss: 1.075901, avg_reader_cost: 0.59314 s, avg_batch_cost: 1.01906 s, avg_samples: 128.0, ips: 125.60550 samples/s, eta: 13 days, 6:54:21
[2022/11/04 07:14:50] ppocr INFO: epoch: [21/500], global_step: 52680, lr: 0.000998, acc: 0.914062, norm_edit_dis: 0.981833, CTCLoss: 0.325367, SARLoss: 0.702316, loss: 1.031548, avg_reader_cost: 0.50218 s, avg_batch_cost: 0.92177 s, avg_samples: 128.0, ips: 138.86381 samples/s, eta: 13 days, 6:54:06
[2022/11/04 07:14:59] ppocr INFO: epoch: [21/500], global_step: 52690, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.983367, CTCLoss: 0.306738, SARLoss: 0.700603, loss: 1.014719, avg_reader_cost: 0.50560 s, avg_batch_cost: 0.92846 s, avg_samples: 128.0, ips: 137.86259 samples/s, eta: 13 days, 6:53:52
[2022/11/04 07:15:07] ppocr INFO: epoch: [21/500], global_step: 52700, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.982378, CTCLoss: 0.310206, SARLoss: 0.680228, loss: 1.034342, avg_reader_cost: 0.35510 s, avg_batch_cost: 0.76588 s, avg_samples: 128.0, ips: 167.12815 samples/s, eta: 13 days, 6:53:01
[2022/11/04 07:15:17] ppocr INFO: epoch: [21/500], global_step: 52710, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.983640, CTCLoss: 0.315553, SARLoss: 0.682242, loss: 1.024738, avg_reader_cost: 0.59589 s, avg_batch_cost: 1.01772 s, avg_samples: 128.0, ips: 125.77145 samples/s, eta: 13 days, 6:53:08
[2022/11/04 07:15:26] ppocr INFO: epoch: [21/500], global_step: 52720, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.985494, CTCLoss: 0.315553, SARLoss: 0.707744, loss: 1.058764, avg_reader_cost: 0.45782 s, avg_batch_cost: 0.87109 s, avg_samples: 128.0, ips: 146.94213 samples/s, eta: 13 days, 6:52:41
[2022/11/04 07:15:36] ppocr INFO: epoch: [21/500], global_step: 52730, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.984422, CTCLoss: 0.303176, SARLoss: 0.696789, loss: 1.052699, avg_reader_cost: 0.58609 s, avg_batch_cost: 1.01725 s, avg_samples: 128.0, ips: 125.82960 samples/s, eta: 13 days, 6:52:47
[2022/11/04 07:15:45] ppocr INFO: epoch: [21/500], global_step: 52740, lr: 0.000998, acc: 0.925781, norm_edit_dis: 0.983267, CTCLoss: 0.289479, SARLoss: 0.653195, loss: 0.963450, avg_reader_cost: 0.46276 s, avg_batch_cost: 0.88251 s, avg_samples: 128.0, ips: 145.04128 samples/s, eta: 13 days, 6:52:23
[2022/11/04 07:15:55] ppocr INFO: epoch: [21/500], global_step: 52750, lr: 0.000998, acc: 0.925781, norm_edit_dis: 0.982930, CTCLoss: 0.288573, SARLoss: 0.669790, loss: 1.001130, avg_reader_cost: 0.62475 s, avg_batch_cost: 1.03539 s, avg_samples: 128.0, ips: 123.62533 samples/s, eta: 13 days, 6:52:34
[2022/11/04 07:16:03] ppocr INFO: epoch: [21/500], global_step: 52760, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.982706, CTCLoss: 0.297740, SARLoss: 0.718463, loss: 1.024939, avg_reader_cost: 0.43364 s, avg_batch_cost: 0.85569 s, avg_samples: 128.0, ips: 149.58608 samples/s, eta: 13 days, 6:52:03
[2022/11/04 07:16:14] ppocr INFO: epoch: [21/500], global_step: 52770, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.983470, CTCLoss: 0.268830, SARLoss: 0.678698, loss: 0.934980, avg_reader_cost: 0.61935 s, avg_batch_cost: 1.05528 s, avg_samples: 128.0, ips: 121.29533 samples/s, eta: 13 days, 6:52:19
[2022/11/04 07:16:23] ppocr INFO: epoch: [21/500], global_step: 52780, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.982873, CTCLoss: 0.254137, SARLoss: 0.661168, loss: 0.913334, avg_reader_cost: 0.47070 s, avg_batch_cost: 0.89553 s, avg_samples: 128.0, ips: 142.93228 samples/s, eta: 13 days, 6:51:58
[2022/11/04 07:16:33] ppocr INFO: epoch: [21/500], global_step: 52790, lr: 0.000998, acc: 0.917969, norm_edit_dis: 0.980850, CTCLoss: 0.404824, SARLoss: 0.687589, loss: 1.038166, avg_reader_cost: 0.61017 s, avg_batch_cost: 1.02229 s, avg_samples: 128.0, ips: 125.20942 samples/s, eta: 13 days, 6:52:05
[2022/11/04 07:16:41] ppocr INFO: epoch: [21/500], global_step: 52800, lr: 0.000998, acc: 0.914062, norm_edit_dis: 0.983388, CTCLoss: 0.345359, SARLoss: 0.680922, loss: 1.010030, avg_reader_cost: 0.34969 s, avg_batch_cost: 0.76827 s, avg_samples: 128.0, ips: 166.60744 samples/s, eta: 13 days, 6:51:15
[2022/11/04 07:16:52] ppocr INFO: epoch: [21/500], global_step: 52810, lr: 0.000998, acc: 0.917969, norm_edit_dis: 0.984794, CTCLoss: 0.268440, SARLoss: 0.666506, loss: 0.971583, avg_reader_cost: 0.65007 s, avg_batch_cost: 1.07242 s, avg_samples: 128.0, ips: 119.35593 samples/s, eta: 13 days, 6:51:34
[2022/11/04 07:17:01] ppocr INFO: epoch: [21/500], global_step: 52820, lr: 0.000998, acc: 0.925781, norm_edit_dis: 0.983212, CTCLoss: 0.279541, SARLoss: 0.680880, loss: 1.007849, avg_reader_cost: 0.48964 s, avg_batch_cost: 0.90547 s, avg_samples: 128.0, ips: 141.36374 samples/s, eta: 13 days, 6:51:15
[2022/11/04 07:17:12] ppocr INFO: epoch: [21/500], global_step: 52830, lr: 0.000998, acc: 0.914062, norm_edit_dis: 0.981407, CTCLoss: 0.348835, SARLoss: 0.722928, loss: 1.052007, avg_reader_cost: 0.73780 s, avg_batch_cost: 1.15649 s, avg_samples: 128.0, ips: 110.67951 samples/s, eta: 13 days, 6:51:54
[2022/11/04 07:17:21] ppocr INFO: epoch: [21/500], global_step: 52840, lr: 0.000998, acc: 0.917969, norm_edit_dis: 0.981786, CTCLoss: 0.293642, SARLoss: 0.733847, loss: 1.015751, avg_reader_cost: 0.43854 s, avg_batch_cost: 0.85554 s, avg_samples: 128.0, ips: 149.61234 samples/s, eta: 13 days, 6:51:23
[2022/11/04 07:17:32] ppocr INFO: epoch: [21/500], global_step: 52850, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.984088, CTCLoss: 0.262125, SARLoss: 0.684100, loss: 0.971659, avg_reader_cost: 0.65693 s, avg_batch_cost: 1.07053 s, avg_samples: 128.0, ips: 119.56722 samples/s, eta: 13 days, 6:51:42
[2022/11/04 07:17:40] ppocr INFO: epoch: [21/500], global_step: 52860, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.982244, CTCLoss: 0.308534, SARLoss: 0.652957, loss: 0.966683, avg_reader_cost: 0.41676 s, avg_batch_cost: 0.83285 s, avg_samples: 128.0, ips: 153.68944 samples/s, eta: 13 days, 6:51:07
[2022/11/04 07:17:51] ppocr INFO: epoch: [21/500], global_step: 52870, lr: 0.000998, acc: 0.921875, norm_edit_dis: 0.982995, CTCLoss: 0.304518, SARLoss: 0.673191, loss: 0.990316, avg_reader_cost: 0.65020 s, avg_batch_cost: 1.06916 s, avg_samples: 128.0, ips: 119.72040 samples/s, eta: 13 days, 6:51:25
[2022/11/04 07:17:59] ppocr INFO: epoch: [21/500], global_step: 52880, lr: 0.000998, acc: 0.929687, norm_edit_dis: 0.984036, CTCLoss: 0.310944, SARLoss: 0.666511, loss: 1.021674, avg_reader_cost: 0.45577 s, avg_batch_cost: 0.87658 s, avg_samples: 128.0, ips: 146.02190 samples/s, eta: 13 days, 6:51:00
[2022/11/04 07:18:11] ppocr INFO: epoch: [21/500], global_step: 52890, lr: 0.000998, acc: 0.914062, norm_edit_dis: 0.982540, CTCLoss: 0.296865, SARLoss: 0.686378, loss: 1.033502, avg_reader_cost: 0.74655 s, avg_batch_cost: 1.16057 s, avg_samples: 128.0, ips: 110.29046 samples/s, eta: 13 days, 6:51:39
[2022/11/04 07:18:19] ppocr INFO: epoch: [21/500], global_step: 52900, lr: 0.000998, acc: 0.910156, norm_edit_dis: 0.979763, CTCLoss: 0.345834, SARLoss: 0.712131, loss: 1.060599, avg_reader_cost: 0.40567 s, avg_batch_cost: 0.82683 s, avg_samples: 128.0, ips: 154.80760 samples/s, eta: 13 days, 6:51:02
[2022/11/04 07:18:30] ppocr INFO: epoch: [21/500], global_step: 52910, lr: 0.000998, acc: 0.906250, norm_edit_dis: 0.979887, CTCLoss: 0.384923, SARLoss: 0.748547, loss: 1.134537, avg_reader_cost: 0.61632 s, avg_batch_cost: 1.05520 s, avg_samples: 128.0, ips: 121.30364 samples/s, eta: 13 days, 6:51:17
[2022/11/04 07:18:39] ppocr INFO: epoch: [21/500], global_step: 52920, lr: 0.000998, acc: 0.898437, norm_edit_dis: 0.976152, CTCLoss: 0.412681, SARLoss: 0.748788, loss: 1.170896, avg_reader_cost: 0.46133 s, avg_batch_cost: 0.88246 s, avg_samples: 128.0, ips: 145.04959 samples/s, eta: 13 days, 6:50:53
[2022/11/04 07:18:48] ppocr INFO: epoch: [21/500], global_step: 52930, lr: 0.000998, acc: 0.902344, norm_edit_dis: 0.976040, CTCLoss: 0.463585, SARLoss: 0.723290, loss: 1.205038, avg_reader_cost: 0.54386 s, avg_batch_cost: 0.96555 s, avg_samples: 128.0, ips: 132.56636 samples/s, eta: 13 days, 6:50:48
[2022/11/04 07:18:56] ppocr INFO: epoch: [21/500], global_step: 52940, lr: 0.000998, acc: 0.906250, norm_edit_dis: 0.979455, CTCLoss: 0.425811, SARLoss: 0.716064, loss: 1.124775, avg_reader_cost: 0.37006 s, avg_batch_cost: 0.78443 s, avg_samples: 128.0, ips: 163.17654 samples/s, eta: 13 days, 6:50:01
[2022/11/04 07:19:07] ppocr INFO: epoch: [21/500], global_step: 52950, lr: 0.000997, acc: 0.906250, norm_edit_dis: 0.979455, CTCLoss: 0.340381, SARLoss: 0.695579, loss: 1.049649, avg_reader_cost: 0.67682 s, avg_batch_cost: 1.10615 s, avg_samples: 128.0, ips: 115.71640 samples/s, eta: 13 days, 6:50:28
[2022/11/04 07:19:16] ppocr INFO: epoch: [21/500], global_step: 52960, lr: 0.000997, acc: 0.906250, norm_edit_dis: 0.973255, CTCLoss: 0.448768, SARLoss: 0.703730, loss: 1.135806, avg_reader_cost: 0.51764 s, avg_batch_cost: 0.92668 s, avg_samples: 128.0, ips: 138.12773 samples/s, eta: 13 days, 6:50:14
[2022/11/04 07:19:27] ppocr INFO: epoch: [21/500], global_step: 52970, lr: 0.000997, acc: 0.906250, norm_edit_dis: 0.975020, CTCLoss: 0.428852, SARLoss: 0.697652, loss: 1.130252, avg_reader_cost: 0.63385 s, avg_batch_cost: 1.04218 s, avg_samples: 128.0, ips: 122.81921 samples/s, eta: 13 days, 6:50:26
[2022/11/04 07:19:35] ppocr INFO: epoch: [21/500], global_step: 52980, lr: 0.000997, acc: 0.914062, norm_edit_dis: 0.980965, CTCLoss: 0.400560, SARLoss: 0.685121, loss: 1.086730, avg_reader_cost: 0.36803 s, avg_batch_cost: 0.77831 s, avg_samples: 128.0, ips: 164.45878 samples/s, eta: 13 days, 6:49:38
[2022/11/04 07:19:45] ppocr INFO: epoch: [21/500], global_step: 52990, lr: 0.000997, acc: 0.910156, norm_edit_dis: 0.980174, CTCLoss: 0.390074, SARLoss: 0.689550, loss: 1.060931, avg_reader_cost: 0.56445 s, avg_batch_cost: 0.98700 s, avg_samples: 128.0, ips: 129.68544 samples/s, eta: 13 days, 6:49:38
[2022/11/04 07:19:52] ppocr INFO: epoch: [21/500], global_step: 53000, lr: 0.000997, acc: 0.917969, norm_edit_dis: 0.980174, CTCLoss: 0.348842, SARLoss: 0.674538, loss: 1.050973, avg_reader_cost: 0.35679 s, avg_batch_cost: 0.77517 s, avg_samples: 128.0, ips: 165.12544 samples/s, eta: 13 days, 6:48:49
[2022/11/04 07:20:03] ppocr INFO: epoch: [21/500], global_step: 53010, lr: 0.000997, acc: 0.929687, norm_edit_dis: 0.985142, CTCLoss: 0.294489, SARLoss: 0.677515, loss: 0.990256, avg_reader_cost: 0.60156 s, avg_batch_cost: 1.03213 s, avg_samples: 128.0, ips: 124.01554 samples/s, eta: 13 days, 6:48:59
[2022/11/04 07:20:11] ppocr INFO: epoch: [21/500], global_step: 53020, lr: 0.000997, acc: 0.933594, norm_edit_dis: 0.986593, CTCLoss: 0.273186, SARLoss: 0.675303, loss: 0.970515, avg_reader_cost: 0.42676 s, avg_batch_cost: 0.84949 s, avg_samples: 128.0, ips: 150.67801 samples/s, eta: 13 days, 6:48:27
[2022/11/04 07:20:23] ppocr INFO: epoch: [21/500], global_step: 53030, lr: 0.000997, acc: 0.914062, norm_edit_dis: 0.983925, CTCLoss: 0.305159, SARLoss: 0.672417, loss: 0.985435, avg_reader_cost: 0.80890 s, avg_batch_cost: 1.23128 s, avg_samples: 128.0, ips: 103.95727 samples/s, eta: 13 days, 6:49:23
[2022/11/04 07:20:32] ppocr INFO: epoch: [21/500], global_step: 53040, lr: 0.000997, acc: 0.914062, norm_edit_dis: 0.982825, CTCLoss: 0.339267, SARLoss: 0.693348, loss: 1.021915, avg_reader_cost: 0.46170 s, avg_batch_cost: 0.87766 s, avg_samples: 128.0, ips: 145.84157 samples/s, eta: 13 days, 6:48:58
[2022/11/04 07:20:42] ppocr INFO: epoch: [21/500], global_step: 53050, lr: 0.000997, acc: 0.917969, norm_edit_dis: 0.980456, CTCLoss: 0.293010, SARLoss: 0.719120, loss: 1.046006, avg_reader_cost: 0.56115 s, avg_batch_cost: 0.97982 s, avg_samples: 128.0, ips: 130.63651 samples/s, eta: 13 days, 6:48:56
[2022/11/04 07:20:50] ppocr INFO: epoch: [21/500], global_step: 53060, lr: 0.000997, acc: 0.917969, norm_edit_dis: 0.977505, CTCLoss: 0.284797, SARLoss: 0.710368, loss: 1.044625, avg_reader_cost: 0.35254 s, avg_batch_cost: 0.76597 s, avg_samples: 128.0, ips: 167.10829 samples/s, eta: 13 days, 6:48:05
[2022/11/04 07:21:01] ppocr INFO: epoch: [21/500], global_step: 53070, lr: 0.000997, acc: 0.921875, norm_edit_dis: 0.982786, CTCLoss: 0.321579, SARLoss: 0.694505, loss: 1.035425, avg_reader_cost: 0.73155 s, avg_batch_cost: 1.14888 s, avg_samples: 128.0, ips: 111.41294 samples/s, eta: 13 days, 6:48:41
[2022/11/04 07:21:10] ppocr INFO: epoch: [21/500], global_step: 53080, lr: 0.000997, acc: 0.906250, norm_edit_dis: 0.976888, CTCLoss: 0.386270, SARLoss: 0.690848, loss: 1.104451, avg_reader_cost: 0.48216 s, avg_batch_cost: 0.91106 s, avg_samples: 128.0, ips: 140.49493 samples/s, eta: 13 days, 6:48:24
[2022/11/04 07:21:21] ppocr INFO: epoch: [21/500], global_step: 53090, lr: 0.000997, acc: 0.882812, norm_edit_dis: 0.969998, CTCLoss: 0.504612, SARLoss: 0.689613, loss: 1.223057, avg_reader_cost: 0.68945 s, avg_batch_cost: 1.11463 s, avg_samples: 128.0, ips: 114.83682 samples/s, eta: 13 days, 6:48:53
[2022/11/04 07:21:29] ppocr INFO: epoch: [21/500], global_step: 53100, lr: 0.000997, acc: 0.886719, norm_edit_dis: 0.973524, CTCLoss: 0.465742, SARLoss: 0.720394, loss: 1.199882, avg_reader_cost: 0.35960 s, avg_batch_cost: 0.77851 s, avg_samples: 128.0, ips: 164.41767 samples/s, eta: 13 days, 6:48:05
[2022/11/04 07:21:39] ppocr INFO: epoch: [21/500], global_step: 53110, lr: 0.000997, acc: 0.894531, norm_edit_dis: 0.975822, CTCLoss: 0.429721, SARLoss: 0.726795, loss: 1.122373, avg_reader_cost: 0.59432 s, avg_batch_cost: 1.01011 s, avg_samples: 128.0, ips: 126.71947 samples/s, eta: 13 days, 6:48:10
[2022/11/04 07:21:48] ppocr INFO: epoch: [21/500], global_step: 53120, lr: 0.000997, acc: 0.914062, norm_edit_dis: 0.979140, CTCLoss: 0.366008, SARLoss: 0.714831, loss: 1.104374, avg_reader_cost: 0.44907 s, avg_batch_cost: 0.85891 s, avg_samples: 128.0, ips: 149.02680 samples/s, eta: 13 days, 6:47:40
[2022/11/04 07:21:58] ppocr INFO: epoch: [21/500], global_step: 53130, lr: 0.000997, acc: 0.917969, norm_edit_dis: 0.983986, CTCLoss: 0.337052, SARLoss: 0.718598, loss: 1.070735, avg_reader_cost: 0.55917 s, avg_batch_cost: 0.96173 s, avg_samples: 128.0, ips: 133.09392 samples/s, eta: 13 days, 6:47:34
[2022/11/04 07:21:58] ppocr INFO: save model in ./output/v3_korean_mobile/latest
[2022/11/04 07:21:59] ppocr INFO: save model in ./output/v3_korean_mobile/iter_epoch_21
[2022/11/04 07:22:12] ppocr INFO: epoch: [22/500], global_step: 53140, lr: 0.000997, acc: 0.914062, norm_edit_dis: 0.983955, CTCLoss: 0.304946, SARLoss: 0.709304, loss: 1.027157, avg_reader_cost: 0.95909 s, avg_batch_cost: 1.39618 s, avg_samples: 128.0, ips: 91.67884 samples/s, eta: 13 days, 6:49:07
[2022/11/04 07:22:20] ppocr INFO: epoch: [22/500], global_step: 53150, lr: 0.000997, acc: 0.914062, norm_edit_dis: 0.977110, CTCLoss: 0.391796, SARLoss: 0.691306, loss: 1.076655, avg_reader_cost: 0.44623 s, avg_batch_cost: 0.85568 s, avg_samples: 128.0, ips: 149.58916 samples/s, eta: 13 days, 6:48:37
[2022/11/04 07:22:30] ppocr INFO: epoch: [22/500], global_step: 53160, lr: 0.000997, acc: 0.917969, norm_edit_dis: 0.978232, CTCLoss: 0.383484, SARLoss: 0.678981, loss: 1.088068, avg_reader_cost: 0.54673 s, avg_batch_cost: 0.96527 s, avg_samples: 128.0, ips: 132.60594 samples/s, eta: 13 days, 6:48:31
[2022/11/04 07:22:38] ppocr INFO: epoch: [22/500], global_step: 53170, lr: 0.000997, acc: 0.921875, norm_edit_dis: 0.981393, CTCLoss: 0.341534, SARLoss: 0.703699, loss: 1.032617, avg_reader_cost: 0.42583 s, avg_batch_cost: 0.84676 s, avg_samples: 128.0, ips: 151.16532 samples/s, eta: 13 days, 6:47:59
[2022/11/04 07:22:49] ppocr INFO: epoch: [22/500], global_step: 53180, lr: 0.000997, acc: 0.917969, norm_edit_dis: 0.980380, CTCLoss: 0.375086, SARLoss: 0.685606, loss: 1.002400, avg_reader_cost: 0.63662 s, avg_batch_cost: 1.05690 s, avg_samples: 128.0, ips: 121.10868 samples/s, eta: 13 days, 6:48:14
[2022/11/04 07:22:56] ppocr INFO: epoch: [22/500], global_step: 53190, lr: 0.000997, acc: 0.925781, norm_edit_dis: 0.984386, CTCLoss: 0.312513, SARLoss: 0.654041, loss: 0.959991, avg_reader_cost: 0.34683 s, avg_batch_cost: 0.76888 s, avg_samples: 128.0, ips: 166.47530 samples/s, eta: 13 days, 6:47:24
[2022/11/04 07:23:08] ppocr INFO: epoch: [22/500], global_step: 53200, lr: 0.000997, acc: 0.902344, norm_edit_dis: 0.980207, CTCLoss: 0.352029, SARLoss: 0.672789, loss: 1.004140, avg_reader_cost: 0.70345 s, avg_batch_cost: 1.13561 s, avg_samples: 128.0, ips: 112.71442 samples/s, eta: 13 days, 6:47:58
[2022/11/04 07:23:16] ppocr INFO: epoch: [22/500], global_step: 53210, lr: 0.000997, acc: 0.902344, norm_edit_dis: 0.979081, CTCLoss: 0.355807, SARLoss: 0.696417, loss: 1.057023, avg_reader_cost: 0.37379 s, avg_batch_cost: 0.79399 s, avg_samples: 128.0, ips: 161.21118 samples/s, eta: 13 days, 6:47:13
[2022/11/04 07:23:27] ppocr INFO: epoch: [22/500], global_step: 53220, lr: 0.000997, acc: 0.917969, norm_edit_dis: 0.982547, CTCLoss: 0.321107, SARLoss: 0.698873, loss: 1.048444, avg_reader_cost: 0.72685 s, avg_batch_cost: 1.16073 s, avg_samples: 128.0, ips: 110.27550 samples/s, eta: 13 days, 6:47:53
[2022/11/04 07:23:36] ppocr INFO: epoch: [22/500], global_step: 53230, lr: 0.000997, acc: 0.925781, norm_edit_dis: 0.982679, CTCLoss: 0.322723, SARLoss: 0.672625, loss: 0.981604, avg_reader_cost: 0.46250 s, avg_batch_cost: 0.89019 s, avg_samples: 128.0, ips: 143.78997 samples/s, eta: 13 days, 6:47:30
